feedback_id,project_id,user_id,feedback_type,feedback_text,priority,sentiment,channel,created_at
FDBK00008963,PROJ000234,USR000257,Praise,Great collaboration features.,Low,Negative,Web,2026-02-09
FDBK00008964,PROJ000191,USR000474,Bug Report,Login page becomes unresponsive after timeout.,Medium,Negative,Web,2025-08-02
FDBK00008965,PROJ000067,USR000061,Bug Report,Dashboard takes too long to load.,Low,Neutral,Web,2025-06-18
FDBK00008966,PROJ000238,USR000406,Bug Report,Search results are inaccurate.,Critical,Neutral,Mobile,2026-02-25
FDBK00008967,PROJ000114,USR000639,Feature Request,Integrate with Slack notifications.,Low,Neutral,Web,2025-10-26
FDBK00008968,PROJ000052,USR000788,Improvement,Optimize search experience.,Medium,Negative,Web,2024-07-24
FDBK00008969,PROJ000234,USR000278,Question,Where can I export analytics?,High,Negative,Support Ticket,2025-02-05
FDBK00008970,PROJ000066,USR000407,Praise,Great collaboration features.,Low,Positive,Mobile,2025-12-14
FDBK00008971,PROJ000212,USR000423,Question,Is API access available?,Critical,Negative,Email,2026-07-10
FDBK00008972,PROJ000016,USR000211,Bug Report,Search results are inaccurate.,Medium,Neutral,Survey,2026-03-23
FDBK00008973,PROJ000223,USR000292,Question,Can I restore deleted tickets?,Medium,Positive,Survey,2025-06-27
FDBK00008974,PROJ000194,USR000721,Question,Can I restore deleted tickets?,Medium,Positive,Email,2025-01-18
FDBK00008975,PROJ000191,USR000328,Complaint,Support response is too slow.,Low,Negative,Mobile,2026-01-06
FDBK00008976,PROJ000072,USR000535,Bug Report,Notification emails are duplicated.,Medium,Positive,Mobile,2026-01-15
FDBK00008977,PROJ000071,USR000319,Praise,Fast and reliable platform.,Medium,Neutral,Mobile,2025-05-20
FDBK00008978,PROJ000054,USR000695,Question,How do I archive projects?,Medium,Positive,Web,2025-05-21
FDBK00008979,PROJ000049,USR000263,Question,Where can I export analytics?,Critical,Neutral,Web,2025-12-13
FDBK00008980,PROJ000084,USR000674,Question,Can I restore deleted tickets?,Critical,Negative,Survey,2025-07-23
FDBK00008981,PROJ000170,USR000011,Feature Request,Support multilingual interface.,High,Neutral,Email,2026-06-20
FDBK00008982,PROJ000193,USR000532,Bug Report,Dashboard takes too long to load.,Low,Neutral,Survey,2024-10-06
FDBK00008983,PROJ000150,USR000200,Praise,Excellent dashboard experience.,Critical,Negative,Mobile,2025-08-07
FDBK00008984,PROJ000012,USR000161,Bug Report,Login page becomes unresponsive after timeout.,Low,Negative,Email,2025-12-02
FDBK00008985,PROJ000112,USR000349,Improvement,Optimize search experience.,Critical,Neutral,Survey,2025-12-22
FDBK00008986,PROJ000085,USR000543,Complaint,Too many unnecessary notifications.,High,Neutral,Support Ticket,2025-11-05
FDBK00008987,PROJ000177,USR000356,Question,How do I archive projects?,High,Negative,Web,2025-09-24
FDBK00008988,PROJ000165,USR000150,Improvement,Enhance dashboard usability.,High,Positive,Survey,2026-04-23
FDBK00008989,PROJ000011,USR000243,Feature Request,Enable custom dashboard widgets.,Low,Neutral,Support Ticket,2026-04-11
FDBK00008990,PROJ000140,USR000084,Feature Request,Provide export to PDF option.,Low,Neutral,Email,2025-07-28
FDBK00008991,PROJ000202,USR000620,Improvement,Improve application performance.,High,Neutral,Mobile,2026-05-29
FDBK00008992,PROJ000210,USR000062,Improvement,Enhance dashboard usability.,High,Neutral,Support Ticket,2025-07-24
FDBK00008993,PROJ000012,USR000138,Improvement,Improve application performance.,Low,Positive,Support Ticket,2026-02-19
FDBK00008994,PROJ000008,USR000589,Question,Can I restore deleted tickets?,Critical,Neutral,Email,2026-06-20
FDBK00008995,PROJ000230,USR000115,Praise,Great collaboration features.,High,Neutral,Mobile,2025-11-12
FDBK00008996,PROJ000101,USR000174,Complaint,Support response is too slow.,Medium,Positive,Email,2025-05-16
FDBK00008997,PROJ000013,USR000203,Praise,Excellent dashboard experience.,Low,Positive,Email,2026-05-30
FDBK00008998,PROJ000155,USR000109,Improvement,Simplify navigation menus.,Medium,Neutral,Survey,2025-08-06
FDBK00008999,PROJ000161,USR000708,Feature Request,Enable custom dashboard widgets.,Medium,Positive,Email,2025-05-22
FDBK00009000,PROJ000244,USR000647,Feature Request,Support multilingual interface.,High,Positive,Mobile,2026-01-06
FDBK00009001,PROJ000149,USR000245,Question,How do I archive projects?,High,Neutral,Survey,2025-10-16
FDBK00009002,PROJ000156,USR000352,Feature Request,Add dark mode support.,High,Neutral,Support Ticket,2025-08-18
FDBK00009003,PROJ000046,USR000085,Question,How do I archive projects?,Medium,Neutral,Support Ticket,2026-04-20
FDBK00009004,PROJ000049,USR000154,Feature Request,Support multilingual interface.,Low,Neutral,Web,2025-09-21
FDBK00009005,PROJ000019,USR000357,Improvement,Enhance dashboard usability.,Low,Neutral,Support Ticket,2024-09-28
FDBK00009006,PROJ000232,USR000429,Improvement,Optimize search experience.,High,Negative,Support Ticket,2026-06-03
FDBK00009007,PROJ000209,USR000722,Feature Request,Enable custom dashboard widgets.,High,Neutral,Email,2025-09-28
FDBK00009008,PROJ000166,USR000596,Feature Request,Enable custom dashboard widgets.,Medium,Neutral,Survey,2025-02-15
FDBK00009009,PROJ000077,USR000483,Improvement,Improve application performance.,Medium,Positive,Email,2026-07-11
FDBK00009010,PROJ000129,USR000398,Complaint,Application freezes frequently.,Medium,Positive,Email,2024-10-29
FDBK00009011,PROJ000127,USR000142,Complaint,Too many unnecessary notifications.,Critical,Positive,Web,2024-08-15
FDBK00009012,PROJ000106,USR000449,Complaint,Application freezes frequently.,Critical,Neutral,Support Ticket,2025-07-18
FDBK00009013,PROJ000221,USR000373,Bug Report,Application crashes while generating reports.,High,Negative,Survey,2026-04-06
FDBK00009014,PROJ000213,USR000121,Praise,AI suggestions are extremely useful.,Critical,Positive,Web,2026-07-15
FDBK00009015,PROJ000090,USR000613,Improvement,Enhance dashboard usability.,Medium,Negative,Mobile,2025-01-12
FDBK00009016,PROJ000060,USR000674,Bug Report,Application crashes while generating reports.,Low,Positive,Support Ticket,2026-05-08
FDBK00009017,PROJ000042,USR000209,Question,Is API access available?,High,Neutral,Mobile,2026-06-17
FDBK00009018,PROJ000182,USR000787,Bug Report,Search results are inaccurate.,Medium,Neutral,Email,2026-06-04
FDBK00009019,PROJ000129,USR000120,Bug Report,Dashboard takes too long to load.,Medium,Negative,Web,2025-10-27
FDBK00009020,PROJ000108,USR000542,Complaint,Support response is too slow.,Critical,Neutral,Mobile,2026-07-12
FDBK00009021,PROJ000073,USR000372,Complaint,Workflow is confusing.,Low,Neutral,Survey,2025-10-07
FDBK00009022,PROJ000120,USR000063,Improvement,Improve application performance.,Low,Negative,Mobile,2025-04-29
FDBK00009023,PROJ000211,USR000701,Bug Report,Notification emails are duplicated.,Critical,Positive,Survey,2025-12-11
FDBK00009024,PROJ000182,USR000778,Complaint,Support response is too slow.,Low,Neutral,Survey,2026-03-01
FDBK00009025,PROJ000165,USR000709,Question,Can I restore deleted tickets?,Low,Negative,Web,2024-11-16
FDBK00009026,PROJ000049,USR000728,Improvement,Improve application performance.,Medium,Neutral,Email,2024-11-24
FDBK00009027,PROJ000195,USR000127,Feature Request,Support multilingual interface.,Medium,Negative,Survey,2026-03-05
FDBK00009028,PROJ000050,USR000694,Feature Request,Support multilingual interface.,High,Neutral,Web,2026-02-19
FDBK00009029,PROJ000120,USR000268,Praise,Excellent dashboard experience.,High,Positive,Mobile,2026-04-06
FDBK00009030,PROJ000130,USR000556,Question,Where can I export analytics?,Low,Positive,Support Ticket,2024-10-20
FDBK00009031,PROJ000117,USR000712,Praise,Fast and reliable platform.,High,Positive,Survey,2025-01-05
FDBK00009032,PROJ000131,USR000570,Feature Request,Support multilingual interface.,Low,Negative,Mobile,2025-10-09
FDBK00009033,PROJ000167,USR000599,Improvement,Optimize search experience.,Critical,Negative,Mobile,2025-08-21
FDBK00009034,PROJ000036,USR000226,Question,How do I archive projects?,Medium,Negative,Support Ticket,2025-09-20
FDBK00009035,PROJ000044,USR000260,Question,Can I restore deleted tickets?,High,Neutral,Support Ticket,2024-11-19
FDBK00009036,PROJ000243,USR000342,Bug Report,Application crashes while generating reports.,Low,Positive,Survey,2024-12-14
FDBK00009037,PROJ000107,USR000413,Complaint,Too many unnecessary notifications.,High,Positive,Email,2025-01-18
FDBK00009038,PROJ000152,USR000792,Question,How do I archive projects?,Medium,Negative,Support Ticket,2025-07-27
FDBK00009039,PROJ000006,USR000616,Feature Request,Add dark mode support.,Low,Positive,Mobile,2024-12-26
FDBK00009040,PROJ000192,USR000265,Complaint,Reports are difficult to understand.,High,Negative,Survey,2024-10-05
FDBK00009041,PROJ000165,USR000437,Complaint,Support response is too slow.,Medium,Neutral,Web,2026-07-08
FDBK00009042,PROJ000092,USR000065,Question,Can I restore deleted tickets?,Critical,Negative,Support Ticket,2025-06-21
FDBK00009043,PROJ000160,USR000181,Praise,Excellent dashboard experience.,Low,Negative,Mobile,2024-09-27
FDBK00009044,PROJ000195,USR000569,Praise,Excellent dashboard experience.,Low,Neutral,Support Ticket,2025-06-26
FDBK00009045,PROJ000047,USR000574,Praise,Fast and reliable platform.,Medium,Neutral,Survey,2025-07-08
FDBK00009046,PROJ000007,USR000511,Praise,Great collaboration features.,Medium,Negative,Support Ticket,2026-01-07
FDBK00009047,PROJ000213,USR000658,Feature Request,Integrate with Slack notifications.,Low,Negative,Support Ticket,2025-07-18
FDBK00009048,PROJ000069,USR000629,Feature Request,Add dark mode support.,Low,Positive,Mobile,2025-04-15
FDBK00009049,PROJ000005,USR000776,Improvement,Reduce loading times.,Medium,Negative,Survey,2025-10-26
FDBK00009050,PROJ000126,USR000720,Complaint,Application freezes frequently.,Low,Positive,Web,2025-12-07
FDBK00009051,PROJ000181,USR000780,Complaint,Application freezes frequently.,High,Negative,Survey,2025-08-13
FDBK00009052,PROJ000215,USR000699,Praise,Excellent dashboard experience.,Critical,Positive,Mobile,2026-03-19
FDBK00009053,PROJ000168,USR000124,Question,Where can I export analytics?,High,Neutral,Mobile,2024-09-17
FDBK00009054,PROJ000034,USR000572,Feature Request,Add dark mode support.,Medium,Positive,Mobile,2025-12-08
FDBK00009055,PROJ000012,USR000748,Bug Report,Application crashes while generating reports.,High,Negative,Survey,2024-11-13
FDBK00009056,PROJ000025,USR000697,Improvement,Reduce loading times.,Medium,Negative,Email,2024-11-24
FDBK00009057,PROJ000139,USR000773,Improvement,Reduce loading times.,Medium,Neutral,Web,2025-02-08
FDBK00009058,PROJ000079,USR000261,Bug Report,Login page becomes unresponsive after timeout.,Low,Positive,Email,2025-05-03
FDBK00009059,PROJ000096,USR000608,Bug Report,Login page becomes unresponsive after timeout.,Medium,Negative,Email,2024-07-28
FDBK00009060,PROJ000049,USR000411,Praise,Great collaboration features.,Critical,Negative,Survey,2026-02-06
FDBK00009061,PROJ000194,USR000660,Feature Request,Add dark mode support.,Low,Negative,Survey,2025-03-04
FDBK00009062,PROJ000125,USR000625,Feature Request,Enable custom dashboard widgets.,Medium,Neutral,Survey,2025-08-15
FDBK00009063,PROJ000007,USR000540,Praise,Excellent dashboard experience.,Medium,Positive,Survey,2025-12-04
FDBK00009064,PROJ000054,USR000730,Complaint,Support response is too slow.,Medium,Positive,Mobile,2024-11-06
FDBK00009065,PROJ000076,USR000310,Question,How do permissions work?,Critical,Neutral,Survey,2025-01-08
FDBK00009066,PROJ000044,USR000240,Improvement,Enhance dashboard usability.,Critical,Negative,Email,2026-03-18
FDBK00009067,PROJ000014,USR000078,Feature Request,Enable custom dashboard widgets.,Low,Neutral,Survey,2026-01-29
FDBK00009068,PROJ000192,USR000359,Bug Report,Application crashes while generating reports.,High,Negative,Web,2025-02-25
FDBK00009069,PROJ000089,USR000558,Improvement,Reduce loading times.,Critical,Negative,Web,2025-05-06
FDBK00009070,PROJ000014,USR000187,Feature Request,Provide export to PDF option.,Low,Positive,Survey,2025-04-14
FDBK00009071,PROJ000157,USR000676,Praise,Very intuitive interface.,Medium,Neutral,Survey,2026-06-04
FDBK00009072,PROJ000219,USR000415,Praise,Excellent dashboard experience.,Critical,Negative,Web,2026-03-03
FDBK00009073,PROJ000083,USR000667,Complaint,Too many unnecessary notifications.,Critical,Negative,Mobile,2026-02-11
FDBK00009074,PROJ000129,USR000174,Question,Is API access available?,Critical,Negative,Web,2026-02-11
FDBK00009075,PROJ000029,USR000674,Bug Report,Search results are inaccurate.,Medium,Positive,Support Ticket,2025-09-02
FDBK00009076,PROJ000045,USR000590,Complaint,Workflow is confusing.,Critical,Positive,Support Ticket,2025-05-03
FDBK00009077,PROJ000095,USR000389,Complaint,Too many unnecessary notifications.,Low,Neutral,Email,2025-12-11
FDBK00009078,PROJ000162,USR000521,Question,Is API access available?,Critical,Negative,Email,2026-05-29
FDBK00009079,PROJ000229,USR000220,Bug Report,Notification emails are duplicated.,Low,Negative,Email,2025-04-13
FDBK00009080,PROJ000036,USR000235,Bug Report,Login page becomes unresponsive after timeout.,Critical,Negative,Email,2026-07-12
FDBK00009081,PROJ000108,USR000032,Feature Request,Enable custom dashboard widgets.,Low,Negative,Survey,2024-12-03
FDBK00009082,PROJ000201,USR000637,Question,Can I restore deleted tickets?,Medium,Positive,Web,2025-07-06
FDBK00009083,PROJ000117,USR000642,Bug Report,Login page becomes unresponsive after timeout.,Low,Neutral,Survey,2026-02-23
FDBK00009084,PROJ000094,USR000748,Feature Request,Support multilingual interface.,Critical,Positive,Mobile,2026-02-17
FDBK00009085,PROJ000180,USR000511,Praise,Great collaboration features.,Critical,Negative,Web,2026-07-07
FDBK00009086,PROJ000127,USR000742,Praise,Fast and reliable platform.,Low,Negative,Survey,2026-07-12
FDBK00009087,PROJ000245,USR000003,Question,Is API access available?,Critical,Positive,Support Ticket,2025-01-10
FDBK00009088,PROJ000088,USR000201,Bug Report,Notification emails are duplicated.,High,Positive,Mobile,2025-11-10
FDBK00009089,PROJ000206,USR000466,Praise,Great collaboration features.,High,Neutral,Web,2024-11-21
FDBK00009090,PROJ000215,USR000506,Bug Report,Dashboard takes too long to load.,Low,Positive,Email,2024-12-12
FDBK00009091,PROJ000081,USR000482,Improvement,Enhance dashboard usability.,Medium,Negative,Web,2024-12-26
FDBK00009092,PROJ000244,USR000363,Complaint,Workflow is confusing.,High,Positive,Mobile,2026-01-15
FDBK00009093,PROJ000211,USR000744,Complaint,Too many unnecessary notifications.,Critical,Negative,Support Ticket,2026-07-09
FDBK00009094,PROJ000181,USR000641,Feature Request,Enable custom dashboard widgets.,Low,Neutral,Survey,2026-06-25
FDBK00009095,PROJ000035,USR000090,Praise,Very intuitive interface.,High,Positive,Mobile,2026-07-09
FDBK00009096,PROJ000190,USR000393,Complaint,Application freezes frequently.,Low,Positive,Mobile,2025-05-10
FDBK00009097,PROJ000179,USR000138,Complaint,Application freezes frequently.,Low,Negative,Mobile,2025-12-12
FDBK00009098,PROJ000168,USR000725,Complaint,Workflow is confusing.,Medium,Neutral,Survey,2025-02-21
FDBK00009099,PROJ000113,USR000607,Bug Report,Login page becomes unresponsive after timeout.,Low,Neutral,Email,2025-10-05
FDBK00009100,PROJ000134,USR000132,Improvement,Enhance dashboard usability.,Critical,Neutral,Survey,2025-09-25
FDBK00009101,PROJ000155,USR000146,Feature Request,Enable custom dashboard widgets.,Low,Positive,Mobile,2025-05-16
FDBK00009102,PROJ000088,USR000691,Complaint,Too many unnecessary notifications.,Critical,Negative,Support Ticket,2026-05-05
FDBK00009103,PROJ000214,USR000182,Improvement,Improve application performance.,Medium,Positive,Support Ticket,2026-04-23
FDBK00009104,PROJ000135,USR000111,Feature Request,Enable custom dashboard widgets.,Critical,Negative,Web,2026-04-22
FDBK00009105,PROJ000169,USR000607,Improvement,Optimize search experience.,High,Negative,Mobile,2025-07-25
FDBK00009106,PROJ000121,USR000107,Improvement,Enhance dashboard usability.,Low,Neutral,Web,2025-12-11
FDBK00009107,PROJ000246,USR000433,Improvement,Reduce loading times.,Medium,Neutral,Mobile,2025-01-07
FDBK00009108,PROJ000207,USR000195,Improvement,Simplify navigation menus.,Critical,Negative,Support Ticket,2025-12-21
FDBK00009109,PROJ000106,USR000101,Feature Request,Enable custom dashboard widgets.,Low,Positive,Email,2026-04-30
FDBK00009110,PROJ000005,USR000227,Complaint,Application freezes frequently.,Low,Negative,Survey,2024-10-29
FDBK00009111,PROJ000027,USR000730,Feature Request,Provide export to PDF option.,High,Negative,Email,2026-03-27
FDBK00009112,PROJ000075,USR000263,Complaint,Support response is too slow.,Medium,Negative,Survey,2024-11-13
FDBK00009113,PROJ000107,USR000577,Question,How do I archive projects?,High,Positive,Survey,2025-09-28
FDBK00009114,PROJ000229,USR000036,Feature Request,Add dark mode support.,Medium,Positive,Mobile,2025-10-18
FDBK00009115,PROJ000088,USR000757,Praise,Great collaboration features.,High,Negative,Email,2026-02-07
FDBK00009116,PROJ000090,USR000476,Improvement,Reduce loading times.,Critical,Neutral,Support Ticket,2024-10-07
FDBK00009117,PROJ000185,USR000369,Question,Is API access available?,Low,Negative,Web,2024-09-07
FDBK00009118,PROJ000182,USR000350,Feature Request,Provide export to PDF option.,High,Negative,Web,2025-09-11
